respondent_id,year,Q14_age,Q15_gender,Q16_state,Q17_income,Q1Q2_unaided_Acme_Strawberries,Q1Q2_unaided_Crimson_Crown_Berries,Q1Q2_unaided_Sunrise_Berries,Q1Q2_unaided_Red_Valley_Organics,Q1Q2_unaided_FreshPick_Strawberries,Q1Q2_unaided_Golden_Meadow_Berries,Q1Q2_unaided_Harvest_Hill_Berries,Q3_aided_Acme_Strawberries,Q3_aided_Crimson_Crown_Berries,Q3_aided_Sunrise_Berries,Q3_aided_Red_Valley_Organics,Q3_aided_FreshPick_Strawberries,Q3_aided_Golden_Meadow_Berries,Q3_aided_Harvest_Hill_Berries,Q4_purchased_Acme_Strawberries,Q4_purchased_Crimson_Crown_Berries,Q4_purchased_Sunrise_Berries,Q4_purchased_Red_Valley_Organics,Q4_purchased_FreshPick_Strawberries,Q4_purchased_Golden_Meadow_Berries,Q4_purchased_Harvest_Hill_Berries,Q5_01_quality_overall,Q5_02_freshness,Q5_03_sweetness_flavor,Q5_04_appearance,Q5_05_value_for_price,Q5_06_consistency,Q5_07_availability,Q5_08_sustainability,Q5_09_packaging,Q5_10_trust,Q5_11_shelf_life,Q6_purchase_intent,Q7_category_frequency,Q8_acme_frequency,Q9_last_brand_purchased,Q10_nps,Q11_brand_preference
416,2026,18-24,Male,MD,"$25,000 - $49,999",0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,3,3,3,1,3,2,3,3,3,2,3,2,2-3 times a month,Never,Sunrise Berries,6,Sunrise Berries
417,2026,18-24,Female,GA,"$150,000 - $199,999",0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,4,5,3,3,2,4,3,4,3,2,3,3,2-3 times a month,Often - 2-3 times a month,Red Valley Organics,8,Acme Strawberries
418,2026,55-64,Male,PA,"$75,000 - $99,999",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,4,3,3,4,4,3,2,2,3,2,3,More than once a week,Rarely - a few times a year,Don't recall,7,Acme Strawberries
419,2026,55-64,Male,MN,"Under $25,000",0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,4,3,3,4,3,3,3,3,2,3,4,3,About once a month,Rarely - a few times a year,FreshPick Strawberries,6,Acme Strawberries
420,2026,25-34,Female,OK,"$25,000 - $49,999",0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,5,4,2,3,3,5,2,4,4,3,3,3,About once a month,Very often - weekly or more,Acme Strawberries,8,Sunrise Berries
421,2026,35-44,Female,NY,"$75,000 - $99,999",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,4,4,4,3,1,3,3,3,3,3,4,4,2-3 times a month,Sometimes - about once a month,Acme Strawberries,7,Acme Strawberries
422,2026,35-44,Male,MI,"Under $25,000",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,3,3,5,3,3,3,4,5,3,3,3,2,Once a week,Never,Sunrise Berries,8,Golden Meadow Berries
423,2026,25-34,Female,MN,"$50,000 - $74,999",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,4,3,3,3,4,3,5,3,2,3,3,2-3 times a month,Rarely - a few times a year,Acme Strawberries,4,Acme Strawberries
424,2026,18-24,Male,UT,"$100,000 - $149,999",1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,5,4,4,4,2,3,4,2,1,3,3,4,2-3 times a month,Often - 2-3 times a month,Acme Strawberries,10,Acme Strawberries
425,2026,18-24,Male,PA,"$200,000 or more",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,3,4,2,3,3,2,2,2,2,3,3,More than once a week,Never,Crimson Crown Berries,2,Crimson Crown Berries
426,2026,35-44,Male,IL,"$100,000 - $149,999",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,3,4,3,4,3,3,5,3,About once a month,Never,Don't recall,7,Acme Strawberries
427,2026,35-44,Male,MO,"$50,000 - $74,999",1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3,4,5,5,4,3,3,2,5,4,3,4,Once a week,Never,Sunrise Berries,6,Golden Meadow Berries
428,2026,25-34,Male,NJ,"$50,000 - $74,999",1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,4,3,2,3,4,3,4,2,3,3,2-3 times a month,Never,Don't recall,9,Sunrise Berries
429,2026,45-54,Female,CT,"$75,000 - $99,999",0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,4,4,4,4,3,2,3,3,3,3,2,3,Once a week,Often - 2-3 times a month,Acme Strawberries,7,Acme Strawberries
430,2026,45-54,Female,AZ,"$100,000 - $149,999",0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,3,2,3,4,4,4,3,4,2,2,1,3,More than once a week,Never,FreshPick Strawberries,7,FreshPick Strawberries
431,2026,18-24,Male,MI,"Under $25,000",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,2,4,3,3,4,3,3,More than once a week,Rarely - a few times a year,Crimson Crown Berries,7,Crimson Crown Berries
432,2026,35-44,Male,SC,"$75,000 - $99,999",1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,5,4,4,2,3,4,3,4,5,4,3,4,Once a week,Rarely - a few times a year,Red Valley Organics,5,Golden Meadow Berries
433,2026,25-34,Female,MI,"$150,000 - $199,999",1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,4,3,4,3,3,2,2,4,5,3,3,4,More than once a week,Very often - weekly or more,Red Valley Organics,7,Sunrise Berries
434,2026,45-54,Male,OR,"$75,000 - $99,999",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,3,3,2,3,4,2,3,3,3,More than once a week,Never,Crimson Crown Berries,3,Crimson Crown Berries
435,2026,25-34,Female,NC,"$100,000 - $149,999",0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,5,4,2,2,5,4,4,3,3,3,4,About once a month,Never,Crimson Crown Berries,4,Crimson Crown Berries
436,2026,65 or older,Female,OK,"$75,000 - $99,999",0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,3,4,3,5,2,3,2,3,2,3,2,3,2-3 times a month,Never,Red Valley Organics,8,Harvest Hill Berries
437,2026,25-34,Female,NC,"$200,000 or more",1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,2,5,5,3,2,5,2,3,3,4,3,3,Once a week,Never,Golden Meadow Berries,5,Golden Meadow Berries
438,2026,35-44,Female,MI,"$75,000 - $99,999",1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,3,3,4,3,2,4,3,2,3,3,2,3,Once a week,Sometimes - about once a month,FreshPick Strawberries,6,Acme Strawberries
439,2026,18-24,Female,GA,"$75,000 - $99,999",0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,5,4,3,3,3,4,3,3,3,3,3,3,2-3 times a month,Rarely - a few times a year,Golden Meadow Berries,10,Sunrise Berries
440,2026,65 or older,Male,FL,"$50,000 - $74,999",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,3,2,4,3,2,3,3,3,3,3,3,3,About once a month,Never,Crimson Crown Berries,1,FreshPick Strawberries
441,2026,35-44,Female,LA,"$25,000 - $49,999",1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,3,5,3,3,3,2,1,3,3,3,3,3,About once a month,Often - 2-3 times a month,Acme Strawberries,9,Acme Strawberries
442,2026,25-34,Female,NJ,"$75,000 - $99,999",0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,4,3,3,4,4,3,3,3,2,3,2,3,2-3 times a month,Never,Golden Meadow Berries,9,Golden Meadow Berries
443,2026,35-44,Female,MD,"$50,000 - $74,999",0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,3,3,3,2,3,2,4,2,3,2,3,3,2-3 times a month,Never,Crimson Crown Berries,3,Crimson Crown Berries
444,2026,25-34,Male,IL,"$25,000 - $49,999",1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,5,4,4,3,2,3,3,4,3,3,2,5,2-3 times a month,Very often - weekly or more,Acme Strawberries,9,Acme Strawberries
445,2026,18-24,Male,MD,"$50,000 - $74,999",0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,3,2,3,2,3,3,3,3,2,2,3,4,About once a month,Never,FreshPick Strawberries,4,FreshPick Strawberries
446,2026,45-54,Female,FL,"$100,000 - $149,999",1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,4,3,5,2,3,2,1,3,3,3,3,5,About once a month,Very often - weekly or more,Acme Strawberries,8,Acme Strawberries
447,2026,25-34,Female,IN,"$150,000 - $199,999",0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,4,3,4,3,3,5,4,3,1,3,5,4,2-3 times a month,Never,Red Valley Organics,10,Sunrise Berries
448,2026,25-34,Female,NY,"$25,000 - $49,999",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5,4,3,1,4,3,3,2,3,3,3,3,Never / less than once a month,Never,Don't recall,10,Acme Strawberries
449,2026,55-64,Male,MO,"$100,000 - $149,999",1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,3,2,3,3,3,4,3,3,2,4,3,3,More than once a week,Often - 2-3 times a month,Acme Strawberries,4,Sunrise Berries
450,2026,18-24,Female,KY,"$50,000 - $74,999",0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,5,3,3,4,2,2,1,4,3,5,2,3,2-3 times a month,Sometimes - about once a month,Acme Strawberries,8,Red Valley Organics
451,2026,45-54,Female,IN,"$50,000 - $74,999",0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,4,3,4,3,2,2,1,3,3,3,4,4,Once a week,Sometimes - about once a month,Acme Strawberries,7,Crimson Crown Berries
452,2026,45-54,Male,AL,"$75,000 - $99,999",0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,2,3,3,3,2,3,3,3,3,4,2,3,2-3 times a month,Sometimes - about once a month,FreshPick Strawberries,5,FreshPick Strawberries
453,2026,65 or older,Female,SC,"$25,000 - $49,999",1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,2,4,3,4,1,4,4,2,2,5,2,3,2-3 times a month,Rarely - a few times a year,FreshPick Strawberries,3,Crimson Crown Berries
454,2026,45-54,Male,MI,"$100,000 - $149,999",0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,3,3,4,2,2,4,4,2,4,3,4,3,More than once a week,Sometimes - about once a month,Acme Strawberries,3,Acme Strawberries
455,2026,18-24,Female,NY,"$25,000 - $49,999",0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,2,3,3,1,4,2,3,3,4,3,2-3 times a month,Never,Don't recall,4,
456,2026,45-54,Male,IN,"$100,000 - $149,999",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,1,3,2,4,3,3,3,2,2,3,2-3 times a month,Never,Red Valley Organics,4,Red Valley Organics
457,2026,45-54,Male,NY,"$75,000 - $99,999",1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,5,4,3,3,3,1,5,3,4,2,4,4,2-3 times a month,Never,Red Valley Organics,7,Red Valley Organics
458,2026,18-24,Male,AL,"$25,000 - $49,999",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,2,4,4,3,4,2,2,3,3,3,Never / less than once a month,Never,Sunrise Berries,9,Sunrise Berries
459,2026,45-54,Male,TN,"$150,000 - $199,999",1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,4,4,3,4,3,5,3,5,3,2,4,4,More than once a week,Very often - weekly or more,Crimson Crown Berries,9,Crimson Crown Berries
460,2026,55-64,Female,OR,"$75,000 - $99,999",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,2,3,3,3,1,3,2,4,3,3,About once a month,Never,Don't recall,5,
461,2026,35-44,Female,CA,"$25,000 - $49,999",1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,3,5,5,4,4,3,3,3,3,3,3,4,2-3 times a month,Never,Red Valley Organics,6,Sunrise Berries
462,2026,45-54,Male,IL,"$75,000 - $99,999",0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,3,3,3,4,2,3,2,2,2,2,2,3,About once a month,Never,FreshPick Strawberries,6,FreshPick Strawberries
463,2026,25-34,Female,CA,"$50,000 - $74,999",0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,4,2,4,3,3,4,3,4,3,2,5,3,Once a week,Rarely - a few times a year,Red Valley Organics,8,Golden Meadow Berries
464,2026,55-64,Female,MI,"$50,000 - $74,999",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5,4,4,5,3,3,3,4,2,2,3,3,About once a month,Often - 2-3 times a month,Acme Strawberries,8,Sunrise Berries
465,2026,45-54,Female,OH,"$100,000 - $149,999",0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,3,2,2,3,3,2,3,3,3,4,4,2,Once a week,Never,Sunrise Berries,4,Crimson Crown Berries
466,2026,65 or older,Female,PA,"$75,000 - $99,999",1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,3,4,5,2,2,4,4,3,4,3,4,4,Once a week,Sometimes - about once a month,Acme Strawberries,9,Crimson Crown Berries
467,2026,35-44,Male,MD,"$150,000 - $199,999",1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,5,4,4,4,3,5,3,3,2,4,4,4,Once a week,Rarely - a few times a year,Don't recall,10,Red Valley Organics
468,2026,25-34,Female,WI,"$50,000 - $74,999",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,4,5,2,2,2,2,4,5,3,4,About once a month,Rarely - a few times a year,Don't recall,7,FreshPick Strawberries
469,2026,25-34,Male,TX,"$200,000 or more",1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,4,3,3,2,3,3,4,3,3,2,3,3,2-3 times a month,Often - 2-3 times a month,Sunrise Berries,6,Sunrise Berries
470,2026,65 or older,Female,OR,"$75,000 - $99,999",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,2,3,2,4,5,2,4,Never / less than once a month,Rarely - a few times a year,Don't recall,7,Acme Strawberries
471,2026,25-34,Male,IN,"$150,000 - $199,999",0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,5,3,4,3,3,2,4,2,4,3,3,4,Once a week,Rarely - a few times a year,Golden Meadow Berries,8,Crimson Crown Berries
472,2026,45-54,Male,OK,"$50,000 - $74,999",0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,3,4,2,4,4,2,2,3,2,4,3,3,Once a week,Never,Sunrise Berries,2,Sunrise Berries
473,2026,65 or older,Male,IL,"$200,000 or more",0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,5,3,4,4,3,3,3,4,4,3,3,4,More than once a week,Often - 2-3 times a month,Acme Strawberries,6,Acme Strawberries
474,2026,25-34,Female,MO,"$50,000 - $74,999",1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,4,5,3,3,2,4,4,3,2,3,2,4,More than once a week,Very often - weekly or more,Red Valley Organics,9,Red Valley Organics
475,2026,35-44,Male,NJ,"$50,000 - $74,999",1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,3,2,5,3,4,3,3,3,2,3,3,3,2-3 times a month,Rarely - a few times a year,Acme Strawberries,8,Acme Strawberries
476,2026,25-34,Female,OK,"$100,000 - $149,999",0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,4,3,3,5,4,4,3,2,5,3,2,4,Once a week,Often - 2-3 times a month,Acme Strawberries,10,Acme Strawberries
477,2026,45-54,Male,WI,"$50,000 - $74,999",0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,4,5,4,3,2,4,1,3,2,3,3,4,More than once a week,Rarely - a few times a year,Red Valley Organics,7,Sunrise Berries
478,2026,25-34,Non-binary / third gender,VA,"$50,000 - $74,999",0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3,5,5,2,4,3,3,3,2,4,3,4,More than once a week,Rarely - a few times a year,Acme Strawberries,5,Acme Strawberries
479,2026,18-24,Male,OK,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,2,4,2,3,4,4,3,3,5,3,3,2-3 times a month,Never,Crimson Crown Berries,5,Crimson Crown Berries
480,2026,65 or older,Male,MI,"Under $25,000",0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,4,4,3,4,3,3,1,3,4,3,3,3,About once a month,Often - 2-3 times a month,Sunrise Berries,9,Red Valley Organics
481,2026,18-24,Female,KY,"$100,000 - $149,999",0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,3,2,4,3,2,3,3,3,2,4,2,3,Once a week,Never,Red Valley Organics,9,Red Valley Organics
482,2026,18-24,Female,NJ,"$150,000 - $199,999",0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,3,2,5,2,2,3,4,4,3,3,3,Once a week,Never,Don't recall,8,FreshPick Strawberries
483,2026,18-24,Female,OR,"$150,000 - $199,999",0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,4,4,4,4,3,4,3,2,3,3,4,4,About once a month,Often - 2-3 times a month,Acme Strawberries,6,Golden Meadow Berries
484,2026,35-44,Male,NC,"$50,000 - $74,999",0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,2,4,4,3,4,Once a week,Rarely - a few times a year,Don't recall,10,Acme Strawberries
485,2026,55-64,Male,WI,"$50,000 - $74,999",0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,3,3,2,3,2,2,3,2,3,2,3,3,2-3 times a month,Never,Sunrise Berries,0,FreshPick Strawberries
486,2026,35-44,Male,IN,"$75,000 - $99,999",0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,5,3,4,3,3,3,4,2,4,4,4,5,Once a week,Rarely - a few times a year,Sunrise Berries,8,Sunrise Berries
487,2026,18-24,Female,NJ,"$75,000 - $99,999",1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,5,3,5,3,3,4,3,2,3,4,4,4,2-3 times a month,Never,FreshPick Strawberries,10,FreshPick Strawberries
488,2026,65 or older,Female,PA,"$75,000 - $99,999",1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,3,3,3,3,3,4,3,3,3,2,3,3,More than once a week,Rarely - a few times a year,Sunrise Berries,7,Sunrise Berries
489,2026,25-34,Female,WI,"$100,000 - $149,999",0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,4,4,3,5,2,3,5,2,2,4,1,3,Once a week,Sometimes - about once a month,Acme Strawberries,10,Red Valley Organics
490,2026,35-44,Female,IL,"Under $25,000",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,1,2,3,4,2,3,4,4,3,1,2,About once a month,Never,Sunrise Berries,3,Sunrise Berries
491,2026,55-64,Female,WI,"$100,000 - $149,999",1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,4,3,4,5,3,4,4,3,4,3,5,3,Once a week,Never,FreshPick Strawberries,7,Crimson Crown Berries
492,2026,35-44,Female,PA,"$200,000 or more",0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,4,4,5,3,2,4,4,1,3,2,2,3,2-3 times a month,Often - 2-3 times a month,Acme Strawberries,9,Golden Meadow Berries
493,2026,18-24,Female,SC,"$200,000 or more",0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,4,2,4,2,3,3,3,4,3,4,3,3,2-3 times a month,Never,Crimson Crown Berries,7,Crimson Crown Berries
494,2026,25-34,Female,MN,"$50,000 - $74,999",0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4,4,3,2,3,4,3,2,4,4,3,3,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,7,Crimson Crown Berries
495,2026,45-54,Male,NY,"$100,000 - $149,999",0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5,4,3,4,2,5,4,3,3,1,2,3,About once a month,Rarely - a few times a year,Acme Strawberries,9,Acme Strawberries
496,2026,18-24,Male,IN,"$150,000 - $199,999",1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4,2,3,4,3,2,3,2,4,4,2,3,Once a week,Never,Crimson Crown Berries,7,Crimson Crown Berries
497,2026,18-24,Female,CA,"Under $25,000",1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2,4,3,4,2,3,2,2,2,4,2,3,2-3 times a month,Never,Sunrise Berries,6,Sunrise Berries
498,2026,18-24,Male,VA,"$200,000 or more",1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,3,3,4,2,4,3,3,4,2,3,3,3,Once a week,Never,Sunrise Berries,3,Sunrise Berries
499,2026,25-34,Male,OR,"$25,000 - $49,999",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,2,3,4,2,3,3,3,1,2,3,3,4,2-3 times a month,Never,Crimson Crown Berries,4,Golden Meadow Berries
500,2026,18-24,Male,MI,"$150,000 - $199,999",1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,3,4,5,4,2,4,4,2,3,4,4,4,About once a month,Often - 2-3 times a month,FreshPick Strawberries,7,Acme Strawberries
501,2026,55-64,Female,MN,"$50,000 - $74,999",0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,4,2,3,2,4,3,4,3,2,4,4,4,Never / less than once a month,Never,Crimson Crown Berries,3,Crimson Crown Berries
502,2026,35-44,Female,PA,"$150,000 - $199,999",1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,4,4,3,5,3,1,3,3,3,3,4,4,Once a week,Never,FreshPick Strawberries,8,FreshPick Strawberries
503,2026,25-34,Female,VA,"$200,000 or more",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,3,3,2,3,3,4,4,2,3,2,3,2-3 times a month,Never,Sunrise Berries,3,Sunrise Berries
504,2026,45-54,Male,MD,"$75,000 - $99,999",0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,2,3,1,2,3,3,3,2,2,3,3,2,2-3 times a month,Never,FreshPick Strawberries,6,Red Valley Organics
505,2026,25-34,Female,OR,"$200,000 or more",1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,4,3,3,2,3,4,4,4,3,4,3,4,Once a week,Never,Sunrise Berries,8,Crimson Crown Berries
506,2026,18-24,Female,NY,"$25,000 - $49,999",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,4,3,3,4,3,2,4,2,3,4,3,Once a week,Never,Sunrise Berries,2,Sunrise Berries
507,2026,45-54,Male,WI,"$100,000 - $149,999",0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,2,3,4,3,2,5,3,4,3,2,3,2-3 times a month,Never,Don't recall,8,Acme Strawberries
508,2026,65 or older,Male,WA,"$150,000 - $199,999",0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,3,5,3,2,4,3,3,2,5,2,3,4,Once a week,Very often - weekly or more,Red Valley Organics,8,Acme Strawberries
509,2026,55-64,Female,WA,"$75,000 - $99,999",1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,4,2,3,4,2,3,4,4,2,5,4,3,2-3 times a month,Sometimes - about once a month,Acme Strawberries,10,Crimson Crown Berries
510,2026,35-44,Female,PA,"Under $25,000",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,5,2,3,1,3,4,3,3,1,4,4,3,More than once a week,Often - 2-3 times a month,Acme Strawberries,10,Acme Strawberries
511,2026,55-64,Female,OR,"$100,000 - $149,999",0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,2,4,3,3,2,3,4,2,3,3,2,4,2-3 times a month,Sometimes - about once a month,Golden Meadow Berries,5,Golden Meadow Berries
512,2026,35-44,Female,MD,"$50,000 - $74,999",0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,3,3,5,4,2,4,3,3,3,3,3,3,Once a week,Very often - weekly or more,Acme Strawberries,10,Acme Strawberries
513,2026,65 or older,Female,CO,"$100,000 - $149,999",0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,3,5,3,4,4,3,4,1,2,2,2,3,Once a week,Never,Red Valley Organics,8,Red Valley Organics
514,2026,45-54,Male,MO,"$100,000 - $149,999",0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,4,4,3,4,3,4,4,3,2,3,3,3,About once a month,Never,FreshPick Strawberries,8,FreshPick Strawberries
515,2026,25-34,Female,CT,"$50,000 - $74,999",1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,4,4,4,4,3,3,2,3,3,3,3,4,More than once a week,Never,Crimson Crown Berries,9,Crimson Crown Berries
516,2026,25-34,Male,OK,"$200,000 or more",0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,3,4,5,2,2,4,3,1,2,3,2,3,About once a month,Never,Crimson Crown Berries,7,Crimson Crown Berries
517,2026,45-54,Female,AZ,"$75,000 - $99,999",0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,5,3,4,5,4,4,2,3,4,3,4,4,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,10,Acme Strawberries
518,2026,55-64,Female,KY,"$75,000 - $99,999",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,4,1,3,4,3,3,2,5,5,2,4,About once a month,Often - 2-3 times a month,Acme Strawberries,8,Acme Strawberries
519,2026,65 or older,Male,MO,"$75,000 - $99,999",0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,4,4,4,4,5,2,2,3,2,2,2,3,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,6,Crimson Crown Berries
